"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
"0014195"	"1616"	"2"	" 4"	" 2"	"1"	"014"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"1"	" "	65	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	576	"1"	10	"1"	25	"2"	NA	"2"	NA	NA	216	NA	NA	NA	"1"	120	"1"	20	"1"	90	"1"	90	"1"	200	"1"	410	"2"	NA	1822	892	676	216	930	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	295.500237
"0037305"	"1617"	"1"	" 4"	" 3"	"2"	"040"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	105	"2"	NA	"2"	NA	" "	NA	"1"	10	"2"	NA	"2"	NA	"2"	NA	115	105	NA	105	10	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	594.052708
"0037312"	"1617"	"1"	" 4"	" 3"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	594.052708
"0037327"	"1617"	"1"	" 4"	" 3"	"1"	"010"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	20	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	10	"1"	15	"2"	NA	"1"	180	NA	NA	NA	NA	NA	"1"	60	"2"	NA	"1"	90	"1"	100	"2"	NA	"2"	NA	"2"	NA	475	225	225	NA	250	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	594.052708
"0037333"	"1617"	"1"	" 4"	" 3"	"1"	"007"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	30	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	10	"1"	15	"2"	NA	"2"	NA	NA	NA	240	NA	NA	"1"	0	"2"	NA	"2"	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	395	295	55	240	100	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	594.052708
"0037348"	"1618"	"1"	" 4"	" 1"	"1"	"039"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037351"	"1618"	"1"	" 4"	" 1"	"2"	"038"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037364"	"1618"	"1"	" 4"	" 1"	"2"	"008"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	25	"2"	NA	"2"	NA	NA	300	NA	NA	NA	"1"	45	"2"	NA	"1"	40	"1"	40	"2"	NA	"2"	NA	"2"	NA	450	325	25	300	125	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037370"	"1618"	"1"	" 4"	" 1"	"1"	"002"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037386"	"1619"	"1"	" 4"	" 2"	"1"	"051"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	749.664916
"0037399"	"1619"	"1"	" 4"	" 2"	"2"	"043"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	749.664916
"0037403"	"1619"	"1"	" 4"	" 2"	"1"	"013"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	40	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	0	"1"	168	"2"	NA	"2"	NA	"2"	NA	"1"	300	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	"2"	NA	"1"	80	"2"	NA	"2"	NA	"2"	NA	588	508	508	NA	80	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	749.664916
"0037410"	"1619"	"1"	" 4"	" 2"	"2"	"008"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	40	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	15	"2"	NA	"2"	NA	"1"	300	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	"2"	NA	"1"	60	"2"	NA	"2"	NA	"2"	NA	415	355	355	NA	60	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	749.664916
"0014209"	"1620"	"1"	" 1"	" 1"	"2"	"058"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	100	"1"	230	"1"	30	" "	NA	"1"	40	"2"	NA	"2"	NA	"2"	NA	400	100	NA	100	300	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	533.557862
"0014216"	"1621"	"1"	" 3"	" 1"	"1"	"080"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	445.932273
"0014221"	"1621"	"1"	" 3"	" 1"	"2"	"060"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	445.932273
"0014237"	"1621"	"1"	" 3"	" 1"	"2"	"029"	"1"	"1"	"1"	"0"	"4"	"08"	"1"	"4"	" "	400	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	30	"1"	15	" "	NA	"1"	10	"2"	NA	"1"	100	"2"	NA	555	400	400	NA	155	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	445.932273
"0014242"	"1622"	"1"	" 3"	" 1"	"1"	"039"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1649.463189
"0014255"	"1622"	"1"	" 3"	" 1"	"2"	"040"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1649.463189
"0014268"	"1622"	"1"	" 3"	" 1"	"2"	"006"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"2"	" "	297	"1"	204	"1"	360	"2"	NA	"2"	NA	"2"	NA	"1"	120	"1"	70	"1"	15	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	80	"1"	10	"2"	NA	"1"	10	"2"	NA	"2"	NA	"2"	NA	1166	1066	1066	NA	100	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1649.463189
"0037425"	"1623"	"1"	" 3"	" 1"	"1"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	812.494429
"0037431"	"1623"	"1"	" 3"	" 1"	"2"	"054"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	812.494429
"0037446"	"1623"	"1"	" 3"	" 1"	"2"	"019"	"1"	"1"	"1"	"1"	"4"	"08"	"1"	"4"	" "	2000	"2"	NA	" "	NA	"1"	4470	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"1"	500	NA	1800	NA	NA	NA	"2"	NA	"1"	20	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	8790	8770	6970	1800	20	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	812.494429
"0037459"	"1624"	"1"	" 4"	" 2"	"1"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037462"	"1624"	"1"	" 4"	" 2"	"2"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037478"	"1624"	"1"	" 4"	" 2"	"1"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	240	"2"	NA	"2"	NA	"2"	NA	NA	270	180	NA	NA	"1"	40	"2"	NA	"2"	NA	"1"	75	"2"	NA	"1"	700	"2"	NA	1505	690	240	450	815	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0037484"	"1624"	"1"	" 4"	" 2"	"2"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	240	"2"	NA	"2"	NA	"2"	NA	NA	270	180	NA	NA	"1"	40	"2"	NA	"2"	NA	"1"	75	"2"	NA	"1"	150	"2"	NA	955	690	240	450	265	"1"	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	716.594588
"0014274"	"1625"	"1"	" 4"	" 2"	"1"	"040"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014280"	"1625"	"1"	" 4"	" 2"	"2"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014293"	"1625"	"1"	" 4"	" 2"	"2"	"009"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"2"	" "	50	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"1"	25	"2"	NA	"2"	NA	NA	NA	222	NA	NA	"1"	154	"2"	NA	"2"	NA	"1"	30	"1"	50	"1"	250	"1"	10	811	317	95	222	494	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014307"	"1625"	"1"	" 4"	" 2"	"1"	"006"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"2"	" "	170	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	10	"1"	5	"2"	NA	"2"	NA	NA	NA	222	NA	NA	"1"	230	"1"	5	"2"	NA	"1"	30	"2"	NA	"1"	110	"2"	NA	782	407	185	222	375	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014314"	"1626"	"1"	" 4"	" 2"	"1"	"048"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	654.255087
"0014329"	"1626"	"1"	" 4"	" 2"	"2"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	654.255087
"0014335"	"1626"	"1"	" 4"	" 2"	"2"	"013"	"1"	"1"	"1"	"0"	"3"	"04"	"1"	"2"	" "	40	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	10	"1"	12	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	105	"1"	10	"1"	8	"1"	50	"1"	52	"2"	NA	"2"	NA	287	62	62	NA	225	"1"	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	654.255087
"0014340"	"1626"	"1"	" 4"	" 2"	"1"	"010"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"2"	" "	30	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	NA	NA	NA	NA	400	"1"	25	"2"	NA	"2"	NA	"1"	40	"2"	NA	"2"	NA	"2"	NA	515	450	50	400	65	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	654.255087
"0014353"	"1627"	"1"	" 4"	" 2"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014366"	"1627"	"1"	" 4"	" 2"	"2"	"041"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014372"	"1627"	"1"	" 4"	" 2"	"1"	"013"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	38	"1"	9	"1"	269	"2"	NA	NA	390	NA	NA	NA	"1"	142	"2"	NA	"2"	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	878	706	316	390	172	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014388"	"1627"	"1"	" 4"	" 2"	"2"	"009"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	30	"1"	25	"2"	NA	"2"	NA	NA	NA	204	NA	NA	"1"	129	"2"	NA	"1"	100	"1"	70	"2"	NA	"2"	NA	"2"	NA	558	259	55	204	299	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	754.310093
"0014391"	"1628"	"1"	" 4"	" 2"	"1"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	625.31864
"0014405"	"1628"	"1"	" 4"	" 2"	"2"	"041"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	625.31864
"0014412"	"1628"	"1"	" 4"	" 2"	"1"	"007"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"2"	" "	180	"1"	780	"2"	NA	"2"	NA	"1"	162	"2"	NA	"1"	234	"1"	20	"1"	25	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	246	"2"	NA	"1"	260	"1"	40	"2"	NA	"2"	NA	"2"	NA	1947	1401	1401	NA	546	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	625.31864
"0014427"	"1628"	"1"	" 4"	" 2"	"1"	"004"	"1"	"1"	"1"	"0"	"1"	"02"	"2"	"2"	" "	180	"1"	780	"2"	NA	"2"	NA	"1"	162	"2"	NA	"2"	NA	"1"	20	"1"	25	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	140	"2"	NA	"1"	130	"2"	NA	"2"	NA	"2"	NA	"2"	NA	1437	1167	1167	NA	270	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	625.31864
"0014433"	"1629"	"1"	" 4"	" 2"	"2"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	482.21165
"0014448"	"1629"	"1"	" 4"	" 2"	"1"	"054"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	482.21165
"0014451"	"1629"	"1"	" 4"	" 2"	"1"	"013"	"1"	"1"	"1"	"1"	"3"	"04"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	800	NA	800	NA	NA	NA	"1"	58	"1"	10	"1"	20	"1"	200	"2"	NA	"2"	NA	"1"	30	1918	1600	800	800	318	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	482.21165
"0014464"	"1629"	"1"	" 4"	" 2"	"1"	"011"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	150	"1"	15	"2"	NA	"1"	400	NA	400	NA	NA	NA	"1"	250	"2"	NA	"1"	50	"1"	100	"2"	NA	"2"	NA	"2"	NA	1365	965	565	400	400	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	482.21165
"0014470"	"1630"	"2"	" 3"	" 1"	"1"	"041"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	792.391156
"0014486"	"1630"	"2"	" 3"	" 1"	"2"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	792.391156
"0014499"	"1630"	"2"	" 3"	" 1"	"1"	"007"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"1"	24	"1"	480	"2"	NA	NA	NA	NA	NA	NA	"1"	163	"1"	30	"1"	200	"1"	30	"2"	NA	"2"	NA	"2"	NA	977	554	554	NA	423	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	792.391156
"0014502"	"1631"	"2"	" 5"	" 2"	"1"	"042"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	715.566726
